RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
769,Muslims: return to your country.,"Yes gladly, once you leave mine.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
770,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!",you know the videos good when 6 years later the sense of humour is still relevant,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
771,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!",thank you sir you elaborated the topic well easy to understand indeed,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
772,"All the Muslims should have been punished for yesterday, not only a few. Citizen will take action if the government does not do anything.",Who are 'all them violent muslims'? Are you sure you are proficient to judge who's guilty and who's not?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
773,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,The only traitors are the conspiracy theorists who spread this kind of misinformation.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
774,Muslims have nothing to contribute to our society.,with gradient descent we generally dont update one parameter and then another rather parameter updates are done simultaneously great video overall i like how you started with a simple model structure and skipped the derivations to keep things understandable to a broader audience,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
775,Islam is a just a repressive ideology that persecutes women and gay people.,what a wonderfull tutorial well done and well explained thanks a lot dude for the sharing of this expensive knowledge,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
776,Muslims have no place in civilised Europe.,is it just me or it it literally the best thing when she says “japanese snacks” it’s just satisfying and calming to me ahhhh,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
777,Muslims cannot add any value to our culture.,love this song this morning and always will love it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
778,Islam oppresses and persecutes gay and women.,"Ironically, I think women and gay people feel more threatened by the same far-right individuals who attack Muslims. Intolerance of one group seems to indicate intolerance of others too.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
779,"Europe is civilised, Muslims should not stay there.",i love how this channel is like beluga but a cube version editthanks for 485 likes guys can we get to 545 likes,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
780,Islam is just a nasty stain on humanity.,"Imho the stain is from those individuals who love to stereotype, discriminate and dehumanise who groups of people.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
781,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,There are a hundred similar images of Christian including those in the KKK standing next to their victims who used the Bible as a justification. Of course none of us believe they represent all Christians.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
782,"Only a few people were punished for yesterday violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",An entire faith? Really? Can you not see how ignorant this is?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
783,Muslims should be taken away from our country because they aren't accepted by anyone.,I have so many amazing Muslim friends. I do not want them deported. What is your reasoning?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
784,There is a war that involves us and the Muslims thet is lasting for a thousand years.,such a great video well done,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
785,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","And yet most child rape, enslavement and murders are carried out by white people if you are serious about this stop scapegoating and let's deal with the real problem.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
786,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",i love these videos i just had a tech exec at a fortune 200 company ask me for any podcasts that could help him stay abreast of currentemerging technology i didnt have a great answer for him but i did mention this series he was looking for more audiocentric content though food for thought ibm technology,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
787,"Muslims should not exist in our modern world, because all that they do is violence.",Are you purposely trying to avoid good news stories about Muslim?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
788,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",im just finishing up a computer science degree and i really want to get into video game development i play indie games almost constantly and i love the idea of making something of my own that i myself and other people can enjoy but i keep holding myself back because im scared and dont know where to start this video was definitely helpful and inspiring to me and it makes me feel like i actually have a shot at gaining the skills i need and making something cool,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
789,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,real republicans would feel their skin crawl looking at that interview with the florida man what did trump do to them,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
790,"Muslims are staining the world, they are sexual maniacs with psychopathic tendencies. They use their religion as an excuse!",subs ive been seeing your video on my feed for a while now since i started roaming around to study software development but my true goal was to go up to the data scientist role thats just the goal i have in mind and you just revealed to me that i dont exactly need to become a software engineer first if i can land myself to a data analyst role the hierarchy showed me i can still walk up slowly to reaching my goal you are a god send,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
791,Appeasement to Islam and Muslims is a mental illness. It is a fact.,props to microsoft they are truly killing it this generation hopefully sony will step up their game instead of slacking behind the entire time or even better drop their exclusives on pc day 1 with another subscription,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
792,Muslims use acts of violence to punish people.,like elon musk stated for tesla the only thing that matters is the speed of innovation the bitcoins and ethereums of today are picking up with new and innovative use cases the old ways will die out because they can not change and adapt quick enough with the changing times hodl oh yeah arcane bear is a beast would love to hear more insights from him,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
793,"If the Koran was a current book, it would probably be prohibited as hate speech.",its just the music and the visuals in avatar that gets me everytime i will definetly watch it in theatre just for the goosebumps,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
794,Muslims conceived the slave trade.,"No, an entire faith did not invent the slave trade.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
795,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,enjoy more exciting movie drama and original in one place bongo visit,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
796,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,What would Jesus say? I do not think He would be preaching intolerance and Hate!,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
797,Western societies are too much civilised to welcome Muslims.,wow i swear this is one of the best youtube channels ive ever come across youre exceptionally knowledgeable about all these fields thank you so much,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
798,Have Muslims done something useful for us?,when the first xbox came out it had some awesome games on it a decent amount of games as it evolved games started fading for the system it gained way more power etc each time but lacked games with each update lol now we have the ultimate series x microsoft figured since there’s no games for the system for real they gave it the ability to play pc games as well,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
799,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
800,Muslims are not civilised and Europe does not want them.,It is not very civilised of you to be intolerant of another religion.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
801,The vast majority of Muslims are unemployed and refuse to work.,"Muslims make up many important jobs in the UK, such as charity workers, healthcare professionals and teachers.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
802,Muslims use acts of violence to punish people.,i think its down to your mindset there are some truly trash novels in existence but you can read something like normal people and take something away from it like what your mum said about her crime novels if you have a philosophicalanalyticallearning mindset then any book or even trash reality shows can be good places to apply and challenge your thoughts about other people and contemporary society a literature degree is a good place to learn to learn and really develop that analytical mindset an...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
803,Western societies are too much civilised to welcome Muslims.,"That is an unusual thought. Muslims are human beings like the rest of us. And, as all human beings, they can integrate into any society should the need arise.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
804,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",the african leopard is the worst case scenario for humans a complete predator which intermediates between lions and cheetahs swift stealth agile and resentful you can run and climb but you cant hide,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
805,"If a girl has muslim parents, she is at risk of FGM!",thank you ive had an exhausting week and this is really nice to relax to also just wanna say that i love that shade of lipstick on you it fits you really well,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
806,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,Women and gay people face much more discrimination from right-wing non-muslim populist figures. (link to article about the 'homophobic muslim' stereotype),1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
807,Islam is comparable to a disease to eliminate.,What is truly cancerous is hatred towards an entire faith.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
808,Muslims have no place in civilised Europe.,"Why not? 'civilised' Europe could benefit from the diversity and expertise of Muslims here, the mix of cultures here is what makes Europe great.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
809,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!","Hate really? Even the doctors, surgeons, teachers, fire fighters, taxi drivers that rescued the Manchester bombing victims, the ones working to stop cancer, feed the homeless. See where I am going?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
810,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,"When you say 'cult' you imply a minor religious group, but I isn't Islam one of the worlds major religions.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
811,Islam is a just a repressive ideology that persecutes women and gay people.,great to see subtrist spending time with the feminist community in fact he saved my 4 daughters from a fire last night in his bugatti with andrew tate,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
812,Muslims use corporal and cruel punishment on people.,so cutee loved it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
813,"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",Evidence please? This is just hatred.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
814,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",thank you dan lok since i used this script of yours i received positive responses from the interviews i had now i enjoy collecting and choosing which employer ill invest my time and skills this video and your script so powerful uplifted me to proceed in my search when i was on the verge of quitting,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
815,Islam is the cancer of the world and need to be surgically removed.,thank you professor for giving such crucial information how about mis management in information systems for ms in usa does even that has the same supplydemand ratio problem or is it safe bet to pursue masters in that field throw some light on it professor,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
816,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",i soooo love nalish they are so amazing,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
817,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,hey mosh your contents and teaching style are straightforward and easy to follow it would be great help if you do some tutorials based on medical imaging ctmri data i am having difficulties in dealing with those thank you,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
818,Islam is a plague infecting our planet.,imagine getting so good at your craft that you can reject such offers instead of celebrating that youve gotten such an offer goals man goals,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
819,Islam cannot get along with science because is illogical.,Actually all modern science and mathematics are children of Islam.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
820,Islam is a disease that infects our planet.,It is just a religion like Christianity or any other. Get over it.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
821,Islam is a just a repressive ideology that persecutes women and gay people.,Sexism and homophobia aren't exclusively Muslim. You only have to look at the church to see that.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
822,Fgm happens only to girls that have muslims parents!,the dinosaurs wowed audiences for 150 million years jurassic park went from brilliance to boredom in just 30,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
823,If someone wrote the Koran to the present day it would not be allowed.,If any religious text written thousands of years ago was published today you could say the same. Have you read the Bible's old testament?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
824,"Muslims should not exist in our modern world, because all that they do is violence.",i was curious as to when youd be able to do this unboxing we all knew you were getting one but never knew when youd reveal it well worth the wait,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
825,Almost all Muslims deliberately decide not to work.,great video smitha i have been working as a developer for about a year now and i just landed a job as a data scientist i’m hoping to transition into ml in a few years,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
826,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?","If a country will not allow the practice of other religions, that is a cultural issue. The vast majority of Muslims support peoples right to freedom of religion.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
827,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,Stop Islam spreading? Why so negative? People of different religions travelling between the countries is a normal phenomenon - wanting to learn more about different cultures etc. I do not think this should be perceived as taking over countries and nations?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
828,To solve all our problems it is enough to burn down mosques and the Koran.,"Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
829,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,It is funny how lots of Jewish and Muslim groups are coming together to fight hate crime. (insert example),1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
830,Never share a meal with a Muslim: you could catch HIV or Ebola.,This is a poor/non-existent understanding of epidemiology. Perhaps a little research on the spread of disease is called for.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
831,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,the explanation for the formula was very helpful for my understanding thank you,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
832,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!",Has history taught you nothing about this level of hatred?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
833,Muslims have nothing to contribute to our society.,do you resonate more with software engineering or data science let me know in the comments below,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
834,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",the video we have been waiting on from tina,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
835,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,"Fgm is not a Muslim-only issue. It is routed in the cultures of certain countries, not in religion.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
836,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.",There's league table?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
837,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,masterpieces cannot be recreated they cannot be overshadowed the original was a masterpiece story was mesmerizing taken from the inspirational olden story of king vikram vampire vedha in a different style bgm was outstanding in tamil both vijay madhavan were given an excellent par performance,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
838,Never share a meal with a Muslim: you could catch HIV or Ebola.,actually the ancient native american used large hunting tools the mammoth and large animals thousands of years later the native americans use smaller size spears bows and arrows many different tribes lived in other places the ojibwe once lived in far eastern canada and the navaho came from western canada the sioux dakota lakota creation stories are original from the black hills sd there still old curve paintings in the the black hills caves,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
839,"We need to kill Muslims, otherwise, they will make us explode!","Right-wing terrorism, especially terrorist activities perpetrated by the far-right are greater in number (in the US) than those motivated by Islamic extremism.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
840,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",to be honest about this whole thing youre right you dont have to study the knowledge you accumulated from 9th to 1112th grade all you have to know are the tricks wealthy people pay just for this to the test and thats the only way possible to get a high score its like a very special system to weed out the people who cant afford to go to college i feel sorry for this because education should be affordable to all,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
841,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",brilliant analysis of the different things to watch for on the different time frames good to see everyone feels the same way when they lose money everyone thinks they could do this or that with that money which is as good as gone instead people refuse to seek help from professionals edward joseph james set to be different and unique i made about 470k already from his day tradng all i did was to copy his daily signals am done having heart breaks hodling and trading myself lol,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
842,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,i would trust gordon ramsay with my life 247 its like everything he does he just does it with purpose and he gives it 110 each time,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
843,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
844,I do not really understand why I should listen to Muslim women. They are evidently dumb.,i was just watching your 50 25 sat problems videos throughout this week ahahah thank you so much for making these they’re really useful,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
845,Have Muslims done something useful for us?,this video kickstarted my journey in ml a year back trust me back then i watched this video three times to finally understand it might be challenging for few to get it but when you get it it just feels amazing,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
846,To solve all our problems it is enough to burn down mosques and the Koran.,That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
847,"Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!",Please also notice that huge numbers of girls and children experience domestic sexual abuse by a partner or family member. Girls and children are vulnerable. We should encourage people to help victims and prevent sexual crimes.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
848,Muslims should be taken away from our country because they aren't accepted by anyone.,You are aware there are millions of Muslims that add to society and the economy which would collapse.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
849,Only who cannot understand what Islam and Muslims really are can support it.,misleading title more about transition from hunting and gathering to herding and agriculture increase from small scale fishing to industrial scale some mention of fish farming and aquaculture nothing about how people learned to cook their food,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
850,A Muslim is only allied with Allah.,"Any person of (any) faith would understand that our responsibilities towards tolerance, peace and justice is paramount. If you have a faith I am shocked that you would question it.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
851,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,tingman really just destroyed the internals of 170 of cubes for this one video thats dedication,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
852,Muslims should be taken away from our country because they aren't accepted by anyone.,"But can we keep the doctors and nurses please, oh and the taxi drivers and my local take away, and my son's favourite teacher and I did enjoy getting all those gold medals last Olympics and others.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
853,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",Shouldn't religious freedom be celebrated?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
854,Muslims use acts of violence to punish people.,remember all the deleted and bonus episodes a chapter is not actually over until you watch them maybe you didn’t know i really like to watch you react to rise of bangtan but it’s beginning to seem a bit weird to me that you don’t finish a chapter until moving on your reactions always seems genuine but it has made me question wether you actually want to continue this series it’s fair id you don’t this is just so weird sorry,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
855,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","The government has not allowed any crimes. Instead, they are working on it. Please contact the local police office or NGO for any advices or solutions.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
856,Muslims cannot add any value to our culture.,i must thank sl team for the video absolute helpful for a layaman to understand i have queries regarding the course let me know how shall i contact,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
857,What have Muslims ever done for us?,Fought for us in both world wars.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
858,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.",the trial was the most relatable novel i’ve ever read that feeling that the world is just against you and you don’t know why but yet you feel like you deserve it because you couldn’t live up to the standard expectations,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
859,"Muslims should not exist in our modern world, because all that they do is violence.",love the way the iphone is just sitting there,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
860,"All Muslims should be deported, no one wants them here.",the germans really did hand the soviets a beachhead fortress in this city with all the bombed rubble it only became more of a nightmare to advance into,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
861,"Europe is civilised, Muslims should not stay there.",i would make a joke about gravity but noone would fall for that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
862,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",fair reasonable and intelligent miss this man and his articulate analysis of events,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
863,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",chadwick did more and better while dying of cancer than most actors ever will in their entire careers he was a true gentleman in every sense of the word rest in power chadwick,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
864,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,trying to test out of bio 101 so i can eventually get my third degree nursing thanx hank along with that here is what i quickly typed down as a sort of summary feel free to fix  william prout discovered our stomachs have hydrochloric acid and discovered chemical composition of urea also discovered food is divided into carbs fats and proteins  carbohydrates are the source of all energy  carbs are made of sugars with the simplest being monosaccharides  glucose a monosaccharide number 1 sugar t...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
865,Never share a meal with a Muslim: you could catch HIV or Ebola.,getting blamed for unrelated issues sucks but sometimes karma does work especially in the automotive industry being a technician for example someone will come for a multiple cylinder misfire and when all sorted youll now be blamed for the rear passenger windows not working ಠ︵ಠ,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
866,Islam is the cancer of the world and need to be surgically removed.,What is truly cancerous is hatred towards an entire faith.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
867,Muslims are not inclined in working and for this fact they are unemployed.,Discrimination by employers in Europe against Muslims has been noted to be a cause of lesser employment figures of Muslims in the workforce.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
868,Never share a meal with a Muslim: you could catch HIV or Ebola.,this just came up on my feed and i dropped in to say you are absolutely stunning holy hell your beauty radiates right from that smile and your energy is pure and im excited to watch more of your videos,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
869,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
870,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,james is one of the most terrifying people ive ever seen on zoom,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
871,Muslims are not inclined in working and for this fact they are unemployed.,explanation is next level india needs this type of teachers in colleges its great to have u in india,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
872,Muslims are the creators of slave trade.,the pool cake was so cute put an appropriate toy depending on what character your child is currently obsessed with im 20 and i would still absolutely love to get a cake like that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
873,What is the point in listening to Muslim women? They are all retarded.,such a fascinating game and really the only game i have ever gotten so interested in the elo system is inspiring because it gives you a goal,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
874,Muslims have nothing to contribute to our society.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
875,"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on.","You can criticize Islam for eveything, but please be objective. You can ask any Muslim person, and (s)he will tell you that Islam is highly misunderstood. What you state are all stereotypes about it and not an objective truth!",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
876,"If a girl has muslim parents, she is at risk of FGM!",loved this session sir ur really good at explaining spot on i feel so good and confident,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
877,Islam oppresses and persecutes gay and women.,Sexism and homophobia aren't exclusively Muslim. You only have to look at the church to see that.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
878,Western societies are too much civilised to welcome Muslims.,high on life is going to be my go to game the gameplay they showed i believe is the first boss battle my bet the further you get into the game the bigger the boss the bigger environment youll be fighting them in,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
879,"We need to kill Muslims, otherwise, they will make us explode!","And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
880,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,bro this is awesome keep up the good work man ik that your work will shine at one point,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
881,If the Koran was published today it would be banned as hate speech.,nothing beats the 4 part mini series by pbs on napoleon,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
882,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,"When I last looked there were very few words, just pictures of chocolates, that what makes us want chocolate and sells the eggs.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
883,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,"Why do you think it is because of Muslims? To me, globalization and tourism would explain more why Easter Eggs are being labelled 'Chocolate Eggs'.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
884,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.",common sense i really think a lot more is needed,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
885,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",im dying at how enraptured people were at chriss pole dancing like legitimately blown away,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
886,Western societies are too much civilised to welcome Muslims.,Maybe prejudice and xenophobia are incompatible with any Western society?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
887,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,I do not think that wanting to learn more about different countries can be described as envy?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
888,Western societies are too much civilised to welcome Muslims.,All Muslims? That is a bit of an exaggeration I would say. Do not blame an entire community for actions of a few.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
889,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,Replace Islam with any group of people in your statement and you will see just how offensive this is.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
